Procurement Vendor ID|Supplier Name |Address/Country|Service area|Is there further sub-contracting to second or third tier vendors? If so  please provide the full names and full address of 2nd or 3rd tier vendors |Please identify the Customer(s) or Account(s) under the PO  |IMT|IOT|Note
N/A|Exela Technologies|United States|Data Center Asset Management - Inventory capture  labelling|N/A|Multiple Accounts|US|AG / US|BU Focal=Petr Horak  GAM Contact= Other infor=contracted by GTS
N/A|Duff & Phelps|United States|Data Center Asset Management - Inventory capture  labelling|N/A|Multiple Accounts|US|AG / US|BU Focal=Petr Horak  GAM Contact= Other infor=contracted by GTS
N/A|Duff & Phelps Canada Limited|Canada|Data Center Asset Management - HW AM service and ICL|N/A|Multiple Accounts|CA|AG / CA|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by AM
N/A|CBRE Ltd  Supplier number 1000044435|Canada|Data Center Asset Management - Receiving|N/A|Multiple Accounts|CA|AG / CA|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by AM
N/A|AVC|United Kindom |Data Center Asset Management - Workstation Asset Mgmt Physical Handling|N/A|Multiple Accounts|UKI|Europe / UK|BU Focal=Paul Hruska  GAM Contact=Judith Squire Other infor=Global Inventory Tracker (GIT) to be deployed
N/A|AVC|Ireland|Data Center Asset Management - Workstation Asset Mgmt Physical Handling|N/A|Multiple Accounts|UKI|Europe / UK|BU Focal=Paul Hruska  GAM Contact=Judith Squire Other infor=Global Inventory Tracker (GIT) to be deployed
N/A|CeGeKa|Belgium|Data Center Asset Management - Workstation Asset Mgmt Physical Handling|N/A|Multiple Accounts|Benelux|Europe / BE|BU Focal=Paul Hruska  GAM Contact=Kees Verweij Other infor=Enabled with Global Inventory Tracker (GIT)
N/A|CeGeKa|Luxembourg|Data Center Asset Management - Workstation Asset Mgmt Physical Handling|N/A|Multiple Accounts|Benelux|Europe / LU|BU Focal=Paul Hruska  GAM Contact=Kees Verweij Other infor=Enabled with Global Inventory Tracker (GIT)
N/A|Centric|Netherlands|Data Center Asset Management - Workstation Asset Mgmt Physical Handling|N/A|Multiple Accounts|Benelux|Europe / NL|BU Focal=Paul Hruska  GAM Contact=Kees Verweij Other infor=Enabled with Global Inventory Tracker (GIT)
N/A|Infocare AB|Norway|Data Center Asset Management - Workstation Asset Mgmt Physical Handling|N/A|Multiple Accounts|Nordics|Europe / NO|BU Focal=Paul Hruska  GAM Contact=Terje Gradval Other infor=Enabled with Global Inventory Tracker (GIT)
N/A|Infocare AB|Sweden|Data Center Asset Management - Workstation Asset Mgmt Physical Handling|N/A|Multiple Accounts|Nordics|Europe / SE|BU Focal=Paul Hruska  GAM Contact=Martin Weinzierl Other infor=Enabled with Global Inventory Tracker (GIT)
N/A|Sermicro|Espana|Data Center Asset Management - Workstation Asset Mgmt Physical Handling|N/A|Multiple Accounts|SPGI|Europe / ES|BU Focal=Paul Hruska  GAM Contact=Mariano Valverde Asenjo Other infor=Enabled with Global Inventory Tracker (GIT)
N/A|Infortech|Espana|Data Center Asset Management - Workstation Asset Mgmt Physical Handling|N/A|Multiple Accounts|SPGI|Europe / ES|BU Focal=Paul Hruska  GAM Contact=Mariano Valverde Asenjo Other infor=Enabled with Global Inventory Tracker (GIT)
N/A|Alberman|Espana|Data Center Asset Management - Workstation Asset Mgmt Physical Handling|N/A|Multiple Accounts|SPGI|Europe / ES|BU Focal=Paul Hruska  GAM Contact=Mariano Valverde Asenjo Other infor=Enabled with Global Inventory Tracker (GIT)
N/A|Insa|Espana|Data Center Asset Management - Workstation Asset Mgmt Physical Handling|N/A|Multiple Accounts|SPGI|Europe / ES|BU Focal=Paul Hruska  GAM Contact=Mariano Valverde Asenjo Other infor=Enabled with Global Inventory Tracker (GIT)
N/A|Newcytech|Cyprus|Data Center Asset Management - Workstation Asset Mgmt Physical Handling|N/A|Multiple Accounts|SPGI|Europe / CY|BU Focal=Paul Hruska  GAM Contact=Mariano Valverde Asenjo Other infor=Enabled with Global Inventory Tracker (GIT)
N/A|Softinsa|Portugal|Data Center Asset Management - Workstation Asset Mgmt Physical Handling (DCS  employee)|N/A|Multiple Accounts|SPGI|Europe / PT|BU Focal=Paul Hruska  GAM Contact=Mariano Valverde Asenjo Other infor=Enabled with Global Inventory Tracker (GIT)
N/A|Soitsa|Portugal|Data Center Asset Management - Workstation Asset Mgmt Physical Handling (DCS  employee)|N/A|Multiple Accounts|SPGI|Europe / PT|BU Focal=Paul Hruska  GAM Contact=Mariano Valverde Asenjo Other infor=Enabled with Global Inventory Tracker (GIT)
N/A|Infocare AB|Danemark|Data Center Asset Management - Workstation Asset Mgmt Physical Handling|N/A|Multiple Accounts|Nordics|Europe / DK|BU Focal=Paul Hruska  GAM Contact=Frits B Iversen Other infor=Enabled with Global Inventory Tracker (GIT)
N/A|Geodis|Germany|Data Center Asset Management - Warehouse management|N/A|Multiple Accounts|DACH|Europe / DE|BU Focal=Paul Hruska  GAM Contact=Gerhard Kramer Other infor=Global Inventory Tracker (GIT) to be deployed
N/A|Modis Adecco|Italy|Data Center Asset Management - Workstation Asset Mgmt Physical Handling|N/A|Multiple Accounts|Italy|Europe / IT|BU Focal=Paul Hruska  GAM Contact=Giuseppina Forlone Other infor=Enabled with Global Inventory Tracker (GIT)
N/A|Cofely ? TBC|France|Data Center Asset Management - Workstation Asset Mgmt Physical Handling|N/A|Multiple Accounts|France|Europe / F|BU Focal=Paul Hruska  GAM Contact=Dominique Maurel Other infor=Global Inventory Tracker (GIT) to be deployed
N/A|Geodis|United Kindom |Data Center Asset Management - Warehouse management|N/A|Multiple Accounts|UKI|Europe / EI|BU Focal=Paul Hruska  GAM Contact=Michelle Esselen Other infor=Enabled with Global Inventory Tracker (GIT) (Dublin Warehouse Only)
N/A|Geodis|Ireland|Data Center Asset Management - Warehouse management|N/A|Multiple Accounts|UKI|Europe / EI|BU Focal=Paul Hruska  GAM Contact=Michelle Esselen Other infor=Enabled with Global Inventory Tracker (GIT) (Dublin Warehouse Only)
N/A|Infinite Computer Solution|Singapore|Data Center Asset Management - vendor supplies staff to AM for various roles  HW/SW|N/A|NNJA|SG|ASEAN / SG|BU Focal=Petr Horak  GAM Contact=Herry Lim Other infor=
N/A|Infinite Computer Solution|Singapore|Data Center Asset Management - vendor supplies staff to AM for various roles  HW/SW|N/A|Singhealth|SG|ASEAN / SG|BU Focal=Petr Horak  GAM Contact=Herry Lim Other infor=
N/A|Opus IT|Singapore|Data Center Asset Management - vendor supplies staff to AM for various roles  HW/SW|N/A|Singhealth|SG|ASEAN / SG|BU Focal=Petr Horak  GAM Contact=Herry Lim Other infor=
N/A|Nityo Infotech|Singapore|Data Center Asset Management - vendor supplies staff to AM for various roles  HW/SW|N/A|Singhealth  Welspun|SG  AU|ASEAN / SG  AU|BU Focal=Petr Horak  GAM Contact=Herry Lim Other infor=
N/A|Nityo Infotech|Australia|Data Center Asset Management - vendor supplies staff to AM for various roles  HW/SW|N/A|Singhealth  Welspun|SG  AU|ASEAN / SG  AU|BU Focal=Petr Horak  GAM Contact=Herry Lim Other infor=
N/A|Adecco Personnel|Singapore|Data Center Asset Management - vendor supplies staff to AM for various roles  HW/SW/Logistic|N/A|SIA/NNJA/GIC/DBS|SG|ASEAN / SG|BU Focal=Petr Horak  GAM Contact=Herry Lim Other infor=
N/A|Infinite Computer Solution|Singapore|Data Center Asset Management - vendor supplies staff to AM for various roles  HW/SW/Logistic|N/A|SIA|SG|ASEAN / SG|BU Focal=Petr Horak  GAM Contact=Herry Lim Other infor=
N/A|ACCENT MICRO TECHNOLOGIES INC|Philippines|Data Center Asset Management - Subcontractor provider for our AM Analyst requirements|N/A|Rustans Coffee|PH|ASEAN/PH|BU Focal=Petr Horak  GAM Contact=Gina Campos Other infor=
N/A|ACCENT MICRO TECHNOLOGIES INC|Philippines|Data Center Asset Management - Subcontractor provider for our AM Analyst requirements|N/A|JFC|PH|ASEAN/PH|BU Focal=Petr Horak  GAM Contact=Agnes Cruz Other infor=
N/A|TRANSMAN MANPOWER SERVICES INC|Philippines|Data Center Asset Management - Subcontractor provider for our AM Analyst requirements|N/A|BPI|PH|ASEAN/PH|BU Focal=Petr Horak  GAM Contact=Erwin Cadapan Other infor=
N/A|TRANSMAN MANPOWER SERVICES INC|Philippines|Data Center Asset Management - Subcontractor provider for our AM Analyst requirements|N/A|BPI|PH|ASEAN/PH|BU Focal=Petr Horak  GAM Contact=Erwin Cadapan Other infor=
N/A|ACCENT MICRO TECHNOLOGIES INC|Philippines|Data Center Asset Management - Subcontractor provider for our AM Analyst requirements|N/A|BPI|PH|ASEAN/PH|BU Focal=Petr Horak  GAM Contact=Erwin Cadapan Other infor=
N/A|TRANSMAN MANPOWER SERVICES INC|Philippines|Data Center Asset Management - Subcontractor provider for our AM Analyst requirements|N/A|BPI|PH|ASEAN/PH|BU Focal=Petr Horak  GAM Contact=Erwin Cadapan Other infor=
N/A|Randstad India Pvt Ltd|India|Data Center Asset Management - Agency staff |N/A|All Customers|India|APCJ/IN|BU Focal=Petr Horak  GAM Contact=Pravin C More Other infor=Resource PO based on T&M ( Time and Material)  1 PO = 1 contract resource
N/A|Manpower|India|Data Center Asset Management - Agency staff |N/A|All Customers|India|APCJ/IN|BU Focal=Petr Horak  GAM Contact=Pravin C More Other infor=Resource PO based on T&M ( Time and Material)  1 PO = 1 contract resource
N/A|IMSI India Pvt Ltd|India|Data Center Asset Management - Inventory capture  labelling  Agency staff|N/A|Cisco|India|APCJ/IN|BU Focal=Petr Horak  GAM Contact=Pravin C More Other infor=Contracted by GTS
N/A|SuperSeva|India|Data Center Asset Management - Inventory capture  labelling  Agency staff|N/A|TSL  DBS|India  AU|APCJ/IN  AU|BU Focal=Petr Horak  GAM Contact=Pravin C More Other infor=Managed services for resource
N/A|SuperSeva|Australia|Data Center Asset Management - Inventory capture  labelling  Agency staff|N/A|TSL  DBS|India  AU|APCJ/IN  AU|BU Focal=Petr Horak  GAM Contact=Pravin C More Other infor=Managed services for resource
N/A|3i Infotech|India|Data Center Asset Management - Inventory capture  labelling|N/A|All Customers|India  AU|APCJ/IN  AU|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by GTS  Vendor used previously  Currently PO not valid
N/A|3i Infotech|Australia|Data Center Asset Management - Inventory capture  labelling|N/A|All Customers|India  AU|APCJ/IN  AU|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by GTS  Vendor used previously  Currently PO not valid
N/A|InfoServices|India|Data Center Asset Management - Inventory capture  labelling|N/A|All Customers|India  AU|APCJ/IN  AU|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by GTS
N/A|InfoServices|Australia|Data Center Asset Management - Inventory capture  labelling|N/A|All Customers|India  AU|APCJ/IN  AU|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by GTS
N/A|Atos|India|Data Center Asset Management - Inventory capture  labelling|N/A|Vodafone|India|APCJ/IN|BU Focal=Petr Horak  GAM Contact=Vivek Issac Other infor=Contracted by GTS
N/A|Kaizen IT services|India|Data Center Asset Management - Inventory capture  labelling|N/A|TSL  Tata steels|India  AU|APCJ/IN  AU|BU Focal=Petr Horak  GAM Contact=Raj K Singh Other infor=Contracted by GTS
N/A|Kaizen IT services|Australia|Data Center Asset Management - Inventory capture  labelling|N/A|TSL  Tata steels|India  AU|APCJ/IN  AU|BU Focal=Petr Horak  GAM Contact=Raj K Singh Other infor=Contracted by GTS
N/A|Collabra|India|Data Center Asset Management - Inventory capture  labelling|N/A|Idea|India  AU|APCJ/IN  AU|BU Focal=Petr Horak  GAM Contact=Rocky Patekar Other infor=Contracted by GTS  Vendor used previously  Currently PO not valid
N/A|Collabra|Australia|Data Center Asset Management - Inventory capture  labelling|N/A|Idea|India  AU|APCJ/IN  AU|BU Focal=Petr Horak  GAM Contact=Rocky Patekar Other infor=Contracted by GTS  Vendor used previously  Currently PO not valid
N/A|Thakaral|Bangladesh|Data Center Asset Management - Inventory capture  labelling  Agency staff  AM Services|N/A|Bharti Bangladesh|Bangladesh|APCJ/IN|BU Focal=Petr Horak  GAM Contact=Pravin C More Other infor=Managed services  Vendor used previously  Currently PO not valid
N/A|TRANSWORLD INTERNATIONAL|India|Data Center Asset Management - logistic|N/A|All Customers|India|APCJ/IN|BU Focal=Petr Horak  GAM Contact=Sarvesh Shekhar Other infor=Contracted by GTS
N/A|Blue Dart|India|Data Center Asset Management - logistic|N/A|All Customers|India|APCJ/IN|BU Focal=Petr Horak  GAM Contact=Sarvesh Shekhar Other infor=Contracted by GTS
N/A|Infinite|India|Data Center Asset Management - Agency staff |N/A|All Customers|India|APCJ/IN|BU Focal=Petr Horak  GAM Contact=Pravin C More Other infor=Vendor used previously  Currently PO not valid
N/A|Netconnect|India|Data Center Asset Management - Agency staff |N/A|All Customers|India|APCJ/IN|BU Focal=Petr Horak  GAM Contact=Pravin C More Other infor=Vendor used previously  Currently PO not valid
N/A|Nityo|India|Data Center Asset Management - Inventory capture  labelling|N/A|Welspun|India|APCJ/IN|BU Focal=Petr Horak  GAM Contact=Raghuveer Poduri Other infor=Vendor used previously  Currently PO not valid
N/A|GEODIS|CHINA|Data Center Asset Management - logistic|N/A|All Customers|CHINA|APCJ/GCG/CN|BU Focal=Petr Horak  GAM Contact= Other infor=Global Contract by GL
N/A|Sunjet Logistics |CHINA|Data Center Asset Management - logistic/Warehousing|N/A|All Customers|CHINA|APCJ/GCG/CN|BU Focal=Petr Horak  GAM Contact= Other infor=Global Contract by GL
N/A|Adecco|CHINA|Data Center Asset Management - Agency staff |N/A|All Customers|CHINA|APCJ/GCG/CN|BU Focal=Petr Horak  GAM Contact=Selina Zhang Other infor=Contracted by AM
N/A|GEODIS|Taiwan|Data Center Asset Management - logistic/Warehousing|N/A|All Customers|Taiwan|APCJ/GCG/TW|BU Focal=Petr Horak  GAM Contact= Other infor=Global Contract by GL
N/A|Tung-I|Taiwan|Data Center Asset Management - Agency staff |N/A|All Customers|Taiwan|APCJ/GCG/TW|BU Focal=Petr Horak  GAM Contact=Luke Lu Other infor=Contracted by AM
N/A|Manpower|Hong Kong|Data Center Asset Management - Agency staff |N/A|All Customers|Hong Kong|APCJ/GCG/HK|BU Focal=Petr Horak  GAM Contact=Luke Lu Other infor=Contracted by AM
N/A|Asialand|Hong Kong|Data Center Asset Management - w2w physical checking |N/A|All Customers|Hong Kong|APCJ/GCG/HK|BU Focal=Petr Horak  GAM Contact=Kasia Lok Other infor=Contracted by GTS
N/A|Magna Infotech|India|Data Center Asset Management - |N/A|Ashok Leyland|AU|APCJ/ AU|BU Focal=Petr Horak  GAM Contact= Other infor=
N/A|GEODIS|Global|Data Center Asset Management - logistic|N/A|All Customers|Global|Global|BU Focal=Petr Horak  GAM Contact=Sarvesh Shekhar Other infor=Contracted by GTS
N/A|GEODIS|Global|Data Center Asset Management - logistic|N/A|All Customers|Global|Global|BU Focal=Petr Horak  GAM Contact=Contact name in Procurement: Bernd Lübben Other infor=Global
N/A|Large list of shipping companies used by OEM manufacturers: http://w3-workplace.ibm.com/articles/workingknowledge/2009/06/isc_gl_core_logistics_track_a_shipment.html||Data Center Asset Management - shipping|N/A|All Customers|Global|Global|BU Focal=Petr Horak  GAM Contact= Other infor=when IBM procures HW from an OEM manufacturer/supplier  these companies ship goods to IBM using their own logistics channels. Therefore  it is impossible to provide complete list of all transportation companies delivering goods to GTS/AM receivers  globally
N/A|IBM (China) Co.  Ltd.|7F  Building 10  399 Keyuan Road  Zhangjiang Hi-Tech Park  201203  Shanghai   China (PRC)|Data Center Management|N/A|All Customers|China|GCG|Approver name: Hai Bo Wang/China/IBM   Address: Beijing - Yi Zhuang: China  China  BDA  Beijing  TongJi Zhong Lu  2
N/A|IBM Taiwan Corporation|3F&4F  7  Song Ren Road  Taipei    11073  Taipei   Taiwan|Data Center Management|N/A|All Customers|Taiwan|GCG|Approver name: Hai Bo Wang/China/IBM   Address: Taipei - Beitou: Taiwan  TPQ  112  TAIPEI  SECTION 2  ZHONGYANG SOUTH ROAD   No. 35 
N/A|IBM Taiwan Corporation|3F&4F  7  Song Ren Road  Taipei    11073  Taipei   Taiwan|Data Center Management|N/A|All Customers|Taiwan|GCG|Approver name: Hai Bo Wang/China/IBM   Address: Taiwan - eCenter: Taiwan    333  Taoyuan County  Fusing 2nd Rd. Gueishan Township  35
N/A|IBM Italia S.p.A. - Pakistan Branch|1st and 2nd Floor  Nice Trade Orbit Building  Plot 44-A&B  P.E.C.H.S  Block 6  Shahrah-e-Faisal    Karachi   Pakistan|Data Center Management|N/A|All Customers|Pakistan|MEA|Approver name: Bahadir Suna  Address: BCRS Pakistan Karachi Location: Pakistan  Karachi  75400  Karachi  Shahrah-e-Faisal   44A Block 6 PECHS 
N/A|IBM Global Services Is ve Teknoloji Hizmetleri ve Ticaret Limited Sirketi|Yapı; Kredi Plaza  B Blok  Cömert sok Buyukdere Caddesi  Kat G 1 13 16 18 19 Levent  34330  Istanbul   Turkey|Data Center Management|N/A|All Customers|Turkey|MEA|Approver name: Bahadir Suna  Address: IZMIR: Turkey    35580  Bayrakli   Izmir  Anadolu Caddesi    23
N/A|IBM South Africa (Pty) Ltd|IBM South Africa  90 Grayston Drive  2196  Sandton   South Africa|Data Center Management|N/A|All Customers|South Africa|MEA|Approver name: Bahadir Suna  Address: Stonemill: South Africa    2194   Randburg   Acacia Road - Darrenwood  300
N/A|IBM Global Services Is ve Teknoloji Hizmetleri ve Ticaret Limited Sirketi|Yapı; Kredi Plaza  B Blok  Cömert sok Buyukdere Caddesi  Kat G 1 13 16 18 19 Levent  34330  Istanbul   Turkey|Data Center Management|N/A|All Customers|Turkey|MEA|Approver name: Bahadir Suna  Address: Istanbul: Turkey    34330 Levent   Istanbul  Büyükdere Caddesi   4
N/A|IBM Israel Limited   |17 Avenue de lEurope    92275  Bois-Colombes Cedex   France|Data Center Management|N/A|All Customers|SPGI|Europe|DC Address: NETANYA - Dalia: Israel    42463  Netanya  Hachafetz Chaim  St  2 Approver: Erez Dayagi
N/A|Compagnie IBM France  S.A.S.|17 Avenue de lEurope    92275  Bois-Colombes Cedex   France|Data Center Management|N/A|All Customers|France|Europe|DC Address: PARIS - Marne-La-Vallée: France    93160  Paris - Noisy Le Grand  Place Jean Baptiste Clement  1 Approver: Gilles Ragot
N/A|Compagnie IBM France  S.A.S.|17 Avenue de lEurope    92275  Bois-Colombes Cedex   France|Data Center Management|N/A|All Customers|France|Europe|DC Address: LILLE - Marcq en Baroeul: France    59700  Marcq en Baroeul  Avenue de la Marne  344 Approver: Gilles Ragot
N/A|Compagnie IBM France  S.A.S.|17 Avenue de lEurope    92275  Bois-Colombes Cedex   France|Data Center Management|N/A|All Customers|France|Europe|DC Address: LILLE - Seclin: France    59113  SECLIN  rue de Lorival  14 Approver: Gilles Ragot
N/A|Compagnie IBM France  S.A.S.|17 Avenue de lEurope    92275  Bois-Colombes Cedex   France|Data Center Management|N/A|All Customers|France|Europe|DC Address: PARIS - Collégien 1: France    77615  Paris - Collegien  Allee du Clos de Charmes  35 Approver: Gilles Ragot
N/A|IBM Hellas Information Handling Systems S.A.|17 Avenue de lEurope    92275  Bois-Colombes Cedex   France|Data Center Management|N/A|All Customers|SPGI|Europe|DC Address: ATHENS – Halandri: Greece  Attiki  15232  Athens - Halandri  Kifissias Avenue  284 Approver: Konstantinos Kokas
N/A|IBM United Kingdom Limited|P.O. Box 41  North Harbour  PO6 3AU  Portsmouth   United Kingdom|Data Center Management|N/A|All Customers|UKI|Europe|DC Address: LONDON - Sampson House: United Kingdom    SE1 9JH  London  Hopton Street  64 Approver: Raheel Qurashi
N/A|IBM Israel Limited   |17 Avenue de lEurope    92275  Bois-Colombes Cedex   France|Data Center Management|N/A|All Customers|SPGI|Europe|DC Address: PETACH-TIKVA - Azorim Park Campus: Israel  israel  49527  Petach-Tikva  Derech Em-Hamoshavot  94 Approver: Erez Dayagi
N/A|Compagnie IBM France  S.A.S.|17 Avenue de lEurope    92275  Bois-Colombes Cedex   France|Data Center Management|N/A|All Customers|France|Europe|DC Address: PARIS - Collégien 2: France    77090  Paris - Collegien  Allee du Clos des Charmes  1 Approver: Gilles Ragot
N/A|IBM Schweiz AG - IBM Suisse SA - IBM Svizzera SA - IBM Switzerland Ltd|Vulkanstrasse 106    8001  Zürich   Switzerland|Data Center Management|N/A|All Customers|DACH|Europe|DC Address: GENEVA - Gigaplex DC1-M1/M2: Switzerland    1217  Meyrin  Rue Des Moulieres  12 Approver: Ralph Göpel
N/A|Companhia IBM Portuguesa  S.A.|Edificio Office Oriente  Rua Mar da China  nº 3  Parque das Nações  1990-138  Lisbon   Portugal|Data Center Management|N/A|All Customers|SPGI|Europe|DC Address: PORTO - Gonçalo Sampaio: Portugal    4150-367  Porto  Rua Goncalo Sampaio  157 Approver: João Garrido
N/A|Companhia IBM Portuguesa  S.A.|Edificio Office Oriente  Rua Mar da China  nº 3  Parque das Nações  1990-138  Lisbon   Portugal|Data Center Management|N/A|All Customers|SPGI|Europe|DC Address: LISBON - Centro IBM Alfragide: Portugal  Lisbon  2790-138  Oeiras Lisbon  Rua do Proletariado   14-A  Approver: João Garrido
N/A|Compagnie IBM France  S.A.S.|17 Avenue de lEurope    92275  Bois-Colombes Cedex   France|Data Center Management|N/A|All Customers|France|Europe|DC Address: CLERMONT-FERRAND - C4J: France    63100  Clermont-Ferrand  Rue de Chantemerle  0 Approver: Gilles Ragot
N/A|Compagnie IBM France  S.A.S.|17 Avenue de lEurope    92275  Bois-Colombes Cedex   France|Data Center Management|N/A|All Customers|France|Europe|DC Address: CLERMONT-FERRAND - Gerzat - C4K: France    63360  Gerzat  Rue De Condorcet  0 Approver: Gilles Ragot
N/A| IBM Global Services España  S.A.|Mar Adriático  2  28830 San Fernando de Henares (Madrid)|Data Center Management|N/A|All Customers|SPGI|Europe|DC Address: MADRID - Santa Hortensia: Spain  Madrid  28002  Madrid  Santa Hortensia   26-28  Approver: Luis Carlos Ferruz Ruiz
N/A|IBM Schweiz AG - IBM Suisse SA - IBM Svizzera SA - IBM Switzerland Ltd|Vulkanstrasse 106    8001  Zürich   Switzerland|Data Center Management|N/A|All Customers|DACH|Europe|DC Address: GENEVA - Gigaplex  DC2-M3: Switzerland  Switzerland  1217  Meyrin  Rue Des Moulières  12 Approver: Ralph Göpel
N/A|International Business Machines of Belgium sprl/bvba|Avenue Bourget 42  1130 Brussels   Belgium|Data Center Management|N/A|All Customers|Benelux|Europe|DC Address: NOSSEGEM - Mercuriusstraat: Belgium  VBR  1930  NOSSEGEM  MERCURIUSSTRAAT   27 Approver: Wim Scheers
N/A|IBM Schweiz AG - IBM Suisse SA - IBM Svizzera SA - IBM Switzerland Ltd|Vulkanstrasse 106    8001  Zürich   Switzerland|Data Center Management|N/A|All Customers|DACH|Europe|DC Address: WINTERTHUR TDC  G38: Switzerland  ZH  8400  WINTERTHUR  THEATERSTRASSE 15C   15c  Approver: Ralph Göpel
N/A|Compagnie IBM France  S.A.S.|17 Avenue de lEurope    92275  Bois-Colombes Cedex   France|Data Center Management|N/A|All Customers|France|Europe|DC Address: MONTPELLIER - Pompignane B4 : France  34  34006  MONTPELLIER CEDEX 01  RUE DE LA VIEILLE POSTE  1 Approver: Gilles Ragot
N/A|Compagnie IBM France  S.A.S.|17 Avenue de lEurope    92275  Bois-Colombes Cedex   France|Data Center Management|N/A|All Customers|France|Europe|DC Address: MONTPELLIER - Grabels: France  34  34790  GRABELS  IMPASSE PIERRE MAGNOL  83 Approver: Gilles Ragot
N/A|Compagnie IBM France  S.A.S.|17 Avenue de lEurope    92275  Bois-Colombes Cedex   France|Data Center Management|N/A|All Customers|France|Europe|DC Address: MONTPELLIER - Pompignane B2 : France  34  34006  MONTPELLIER CEDEX 01  RUE DE LA VIEILLE POSTE  1 Approver: Gilles Ragot
N/A| IBM Global Services España  S.A.|Mar Adriático  2  28830 San Fernando de Henares (Madrid)|Data Center Management|N/A|All Customers|SPGI|Europe|DC Address: BARCELONA - Cerdanyola: Spain  B  8290  BARCELONA  PARCELA PC10601 - PARC DE L ALBA   Creu Casas y Sicart S/N  Approver: Luis Carlos Ferruz Ruiz
N/A|Companhia IBM Portuguesa  S.A.|Edificio Office Oriente  Rua Mar da China  nº 3  Parque das Nações  1990-138  Lisbon   Portugal|Data Center Management|N/A|All Customers|SPGI|Europe|DC Address: LISBON - Porto Salvo (NCI): Portugal  11  2744-002  PORTO SALVO  AV.PROF.DR.CAVACO SILVA-TAGUS PARK   NCI  Approver: João Garrido
N/A| IBM Global Services España  S.A.|Mar Adriático  2  28830 San Fernando de Henares (Madrid)|Data Center Management|N/A|All Customers|SPGI|Europe|DC Address: BARCELONA - Sant Fruitos: Spain  B  8272  SANT FRUITOS DE BAGES  C SAKURA    27-.31  Approver: Luis Carlos Ferruz Ruiz
N/A|IBM Ireland Limited|IBM House  Shelbourne Road  Ballsbridge    Dublin 4   Ireland|Data Center Management|N/A|All Customers|UKI|Europe|DC Address: DUBLIN - Mulhuddart B5: Ireland  D  15  MULHUDDART  TECHNOLOGY CAMPUS  5 Approver: Raheel Qurashi
N/A|IBM United Kingdom Limited|P.O. Box 41  North Harbour  PO6 3AU  Portsmouth   United Kingdom|Data Center Management|N/A|All Customers|UKI|Europe|DC Address: PORTSMOUTH - North Harbour: United Kingdom  HAM  PO6 3AU  PORTSMOUTH  WESTERN ROAD   IBM UK Ltd  Approver: Raheel Qurashi
N/A|IBM United Kingdom Limited|P.O. Box 41  North Harbour  PO6 3AU  Portsmouth   United Kingdom|Data Center Management|N/A|All Customers|UKI|Europe|DC Address: WARWICK: United Kingdom    CV34 5AH  Warwick  Birmingham Road   Warwick-2 p.o. Box 31  Approver: Raheel Qurashi
N/A| IBM Global Services España  S.A.|Mar Adriático  2  28830 San Fernando de Henares (Madrid)|Data Center Management|N/A|All Customers|SPGI|Europe|DC Address: MADRID - Centro Tecnico: Spain  Madrid  28830  San Fernando de Henares  Mar Adriático  2 Approver: Luis Carlos Ferruz Ruiz
N/A|IBM United Kingdom Limited|P.O. Box 41  North Harbour  PO6 3AU  Portsmouth   United Kingdom|Data Center Management|N/A|All Customers|UKI|Europe|DC Address: LONDON - Greenford: United Kingdom    UB6 0AD  London - Middlesex  Green Park Way  0 Approver: Raheel Qurashi
N/A|International Business Machines of Belgium sprl/bvba|Avenue Bourget 42  1130 Brussels   Belgium|Data Center Management|N/A|All Customers|Benelux|Europe|DC Address: BASTOGNE - Rue de la Dreve: Belgium    6600  Bastogne  Rue de la Dréve  7 Approver: Wim Scheers
N/A|International Business Machines of Belgium sprl/bvba|Avenue Bourget 42  1130 Brussels   Belgium|Data Center Management|N/A|All Customers|Benelux|Europe|DC Address: VAUX SUR SURE - Chaussée de Saint Hubert: Belgium    6640  Vaux sur Sure  Chaussée de Saint Hubert  1 Approver: Wim Scheers
N/A|IBM United Kingdom Limited|P.O. Box 41  North Harbour  PO6 3AU  Portsmouth   United Kingdom|Data Center Management|N/A|All Customers|UKI|Europe|DC Address: HAVANT - The Nest Business Park: United Kingdom  HAM  PO9 5TP  HAVANT  400/450 NEST BUSINESS PARK   Unit 400/450  Approver: Raheel Qurashi
N/A| IBM Global Services España  S.A.|Mar Adriático  2  28830 San Fernando de Henares (Madrid)|Data Center Management|N/A|All Customers|SPGI|Europe|DC Address: MADRID - Alcalá de Henares: Spain  Madrid  28806  Alcalá de Henares  Tales de Mileto  1 Approver: Luis Carlos Ferruz Ruiz
N/A|IBM Romania Srl|Sos. Orhideelor nr. 15D  Cl&#259;direa A   The Bridge  Etaj 5    Bucure&#537;ti  Sector 6   060071   Romania|Data Center Management|N/A|All Customers|CEE|EUROPE|Approver: Bogdan Jarczak   DC Address:  BUCHAREST - OMV Petrom Campus: Romania  Romania  13328  Bucharest  Coralilor  22
