PO Number (if  first tier vendor) or ICA-DOU (if IBM entity or IBM Subsidiary)|Procurement Vendor ID (Mandatory for 1° Tier Vendor)|Supplier Name|Country|VAT Number|PO Number (if  first tier vendor) or ICA-DOU (if IBM entity or IBM Subsidiary)|Is the PO GDPR Relevant?|Is there further sub-contracting to second or third tier vendors? If so please provide the full names and full address of 2nd or 3rd tier vendors|Briefly describe the type of services/data processing activity performed by the Vendor|In what category is the Vendor s Service Description ? (using the categories in GSAR (Global Solution Architecture Repository))|PO Status|Start Date|End Date|Business Unit that provide the services through this vendor (free text )|Requester/Approver Name|Please identify the Customer(s) or Account(s) under the PO|NOTE|FP - T&M|Full Supplier Address
5005137075||COLLABERA|PHILIPPINES||5005137075|Yes (?)|N/A|Windows||Open|5/21/2016|1/31/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|31%|T&M|
5005137075||COLLABERA|PHILIPPINES||5005137075|Yes (?)|N/A|Windows||Open|5/21/2016|1/31/2018|DISTRIBUTION|deuell@us.ibm.com|Wyndham Worldwide|29%|T&M|
5004919617||COLLABERA|PHILIPPINES||5004919617|Yes (?)|N/A|UNIX Operating Systems LINUX||Open|8/20/2016|10/9/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|5%|T&M|
5004919617||COLLABERA|PHILIPPINES||5004919617|Yes (?)|N/A|UNIX Operating Systems LINUX||Open|8/20/2016|10/9/2018|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|2%|T&M|
5004910619||MANPOWER GROUP INC|UNITED STATES||5004910619|Yes (?)|N/A|Site Facilities & Data Center Services||Open|12/26/2015|11/20/2017|ITS|Brian Lee/Chattanooga/IBM@IBMUS|Global Brass and Copper|4%|T&M|
5004352127||MANPOWER GROUP INC|UNITED STATES||5004352127|Yes (?)|N/A|Site Facilities & Data Center Services||Open|12/5/2015|1/31/2018|ITS|wcsebes@us.ibm.com|Hertz|15%|T&M|
5004352127||MANPOWER GROUP INC|UNITED STATES||5004352127|Yes (?)|N/A|Site Facilities & Data Center Services||Open|12/5/2015|1/31/2018|ITS|kpotto@us.ibm.com|Stryker|100%|T&M|
5005059313||EXPERIS INC|UNITED STATES||5005059313|Yes (?)|N/A|Middleware-Project Services||Open|6/10/2017|5/31/2018|FINANCIAL|ldietz@us.ibm.com|State Street|3%|T&M|
5005063671||EXPERIS INC|UNITED STATES||5005063671|Yes (?)|N/A|SMI.IT Tool Architecture & Transformation||Open|6/17/2017|6/20/2018|FINANCIAL|jschroad@us.ibm.com|American Express TRS|9%|T&M|
5005063671||EXPERIS INC|UNITED STATES||5005063671|Yes (?)|N/A|SMI.IT Tool Architecture & Transformation||Open|6/17/2017|6/20/2018|DISTRIBUTION|elfstrom@us.ibm.com|Safeway|1%|T&M|
5005063671||EXPERIS INC|UNITED STATES||5005063671|Yes (?)|N/A|SMI.IT Tool Architecture & Transformation||Open|6/17/2017|6/20/2018|COMMUNICATIONS|Frank Urbanski/Alpharetta/IBM@IBMUS|VERIZON SOURCING LLC|1%|T&M|
5005141427||BUSINESS VISIONS INC|UNITED STATES||5005141427|Yes (?)|N/A|Infrastructure Recovery Services||Open|8/5/2017|6/30/2018|ITS|dmassoni@us.ibm.com|Avis Budget Car Rental|16%|T&M|
5005141442||BUSINESS VISIONS INC|UNITED STATES||5005141442|Yes (?)|N/A|Infrastructure Recovery Services||Open|12/5/2015|6/30/2018|ITS|dmassoni@us.ibm.com|Avis Budget Car Rental|97%|T&M|
5005104771||CDI CORP|UNITED STATES||5005104771|Yes (?)|N/A|Resiliency Services||Open|9/3/2016|2/24/2018|PUBLIC|Frank Wostmann/Schaumburg/IBM@IBMUS|CLEVELAND CLINIC|100%|T&M|
5005108441||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005108441|Yes (?)|N/A|Onsite Support||Open|9/23/2017|9/28/2018|FINANCIAL|ldietz@us.ibm.com|State Street|34%|T&M|
5005113218||CAREER CONNECTION INC|UNITED STATES||5005113218|Yes (?)|N/A|Help Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|100%|T&M|
5005001498||CAREER CONNECTION INC|UNITED STATES||5005001498|Yes (?)|N/A|Help Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|0%|T&M|
5005125116||KELLY SERVICES INC|UNITED STATES||5005125116|Yes (?)|N/A|Help Desk||Open|#N/A|#N/A|FINANCIAL|jschroad@us.ibm.com|American Express TRS|44%|T&M|
5005135536||KELLY SERVICES INC|UNITED STATES||5005135536|Yes (?)|N/A|Help Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|19%|T&M|
5005124139||KELLY SERVICES INC|UNITED STATES||5005124139|Yes (?)|N/A|Help Desk||Open|#N/A|#N/A|FINANCIAL|ldietz@us.ibm.com|State Street|15%|T&M|
5005083083||CAREER CONNECTION INC|UNITED STATES||5005083083|Yes (?)|N/A|Help Desk||Open|#N/A|#N/A|INDUSTRIAL|lemond@us.ibm.com|AECOM|85%|T&M|
5005083083||CAREER CONNECTION INC|UNITED STATES||5005083083|Yes (?)|N/A|Help Desk||Open|#N/A|#N/A|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|50%|T&M|
5005139645||KELLY SERVICES INC|UNITED STATES||5005139645|Yes (?)|N/A|Help Desk||Open|#N/A|#N/A|PUBLIC|blklinke@us.ibm.com|State of California CWS|100%|T&M|
5005138562||TEKSYSTEMS INC|UNITED STATES||5005138562|Yes (?)|N/A|Onsite Support||Open|1/6/2018|1/10/2019|PUBLIC|Frank Wostmann/Schaumburg/IBM@IBMUS|CLEVELAND CLINIC|100%|T&M|
5005139478||TEKSYSTEMS INC|UNITED STATES||5005139478|Yes (?)|N/A|Onsite Support||Open|1/6/2018|1/9/2019|PUBLIC|Frank Wostmann/Schaumburg/IBM@IBMUS|CLEVELAND CLINIC|30%|T&M|
5005078237||COLLABERA|PHILIPPINES||5005078237|Yes (?)|N/A|Service Management Services||Open|2/4/2017|2/5/2019|DISTRIBUTION|dmassoni@us.ibm.com|Avis Budget Car Rental|49%|T&M|
5005078237||COLLABERA|PHILIPPINES||5005078237|Yes (?)|N/A|Service Management Services||Open|2/4/2017|2/5/2019|INDUSTRIAL|Jude De Mello/Phoenix/IBM|Baker Hughes|50%|T&M|
5005070356||CDI CORP|UNITED STATES||5005070356|Yes (?)|N/A|Service Management Services||Open|2/25/2017|2/6/2019|INDUSTRIAL|lemond@us.ibm.com|AECOM|38%|T&M|
5005150033||ALLIANCE OF PROFESSIONALS &|CANADA||5005150033|Yes (?)|N/A|Network Integration Services (Cloud)||Open|3/25/2017|3/2/2018|ITS|jimriley@us.ibm.com|MMM Healthcare|63%|T&M|
5005150033||ALLIANCE OF PROFESSIONALS &|CANADA||5005150033|Yes (?)|N/A|Network Integration Services (Cloud)||Open|3/25/2017|3/2/2018|COMMUNICATIONS|tboss@us.ibm.com|Wolters Kluwer|100%|T&M|
5005124930||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005124930|Yes (?)|N/A|Onsite Support||Open|10/10/2015|9/30/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005131094||CDI CORP|UNITED STATES||5005131094|Yes (?)|N/A|MobileFirst Managed Mobility Services||Open|10/13/2007|6/30/2018|FINANCIAL|rhmaher@us.ibm.com|The Hartford|100%|T&M|
5005106333||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005106333|Yes (?)|N/A|Microsoft Messaging||Open|9/10/2016|9/15/2018|FINANCIAL|rhmaher@us.ibm.com|The Hartford|100%|T&M|
5005136460||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005136460|Yes (?)|N/A|Onsite Support||Open|12/10/2016|3/1/2019|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005112358||CDI CORP|UNITED STATES||5005112358|Yes (?)|N/A|Microsoft Exchange Server||Open|3/18/2017|8/1/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005102717||CDI CORP|UNITED STATES||5005102717|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|9/23/2017|9/24/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005132202||COLLABERA|PHILIPPINES||5005132202|Yes (?)|N/A|Microsoft Messaging||Open|12/30/2017|1/1/2019|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005115221||CDI CORP|UNITED STATES||5005115221|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|6/30/2007|7/10/2018|FINANCIAL|rhmaher@us.ibm.com|The Hartford|100%|T&M|
5005106323||CDI CORP|UNITED STATES||5005106323|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|11/29/2008|1/31/2018|FINANCIAL|rhmaher@us.ibm.com|The Hartford|100%|T&M|
5005114566||CDI CORP|UNITED STATES||5005114566|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|8/14/2010|8/28/2018|FINANCIAL|rhmaher@us.ibm.com|The Hartford|100%|T&M|
5005097087||CDI CORP|UNITED STATES||5005097087|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|8/14/2010|3/3/2018|FINANCIAL|rhmaher@us.ibm.com|The Hartford|100%|T&M|
5005128608||CDI CORP|UNITED STATES||5005128608|Yes (?)|N/A|Infrastructure Services-Availability Management||Open|3/3/2012|4/17/2018|INDUSTRIAL|James Barina/Detroit/IBM|Fluor|13%|T&M|
5005123704||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005123704|Yes (?)|N/A|Storage Management Services||Open|6/1/2013|9/23/2018|IGA|braunt@us.ibm.com|IGA-US|100%|T&M|
5005012780||CAREER CONNECTION INC|UNITED STATES||5005012780|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|3%|T&M|
5005011017||COLLABERA|PHILIPPINES||5005011017|Yes (?)|N/A|Resiliency Services||Open|12/5/2015|1/31/2018|DISTRIBUTION|deuell@us.ibm.com|Wyndham Worldwide|0%|T&M|
5005142168||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005142168|Yes (?)|N/A|Distributed Backup Recovery||Open|12/5/2015|1/31/2018|ITS|Tom Coffas/Raleigh/IBM|Dow Chemical|54%|T&M|
5005145584||COLLABERA|PHILIPPINES||5005145584|Yes (?)|N/A|Resiliency Services||Open|12/5/2015|1/31/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|53%|T&M|
5005125121||CAREER CONNECTION INC|UNITED STATES||5005125121|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|lemond@us.ibm.com|AECOM|7%|T&M|
5005125121||CAREER CONNECTION INC|UNITED STATES||5005125121|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|38%|T&M|
5005125121||CAREER CONNECTION INC|UNITED STATES||5005125121|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|100%|T&M|
5005122594||CAREER CONNECTION INC|UNITED STATES||5005122594|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|15%|T&M|
5005120498||CAREER CONNECTION INC|UNITED STATES||5005120498|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|lemond@us.ibm.com|AECOM|22%|T&M|
5005120498||CAREER CONNECTION INC|UNITED STATES||5005120498|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|jschroad@us.ibm.com|American Express TRS|10%|T&M|
5005120498||CAREER CONNECTION INC|UNITED STATES||5005120498|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|jeffreyn@us.ibm.com|Allegheny Technologies Inc   (ATI)|0%|T&M|
5005120498||CAREER CONNECTION INC|UNITED STATES||5005120498|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|Tlydon@us.ibm.com|Citibank|1%|T&M|
5005120498||CAREER CONNECTION INC|UNITED STATES||5005120498|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|5%|T&M|
5005120498||CAREER CONNECTION INC|UNITED STATES||5005120498|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|blklinke@us.ibm.com|State of California CWS|11%|T&M|
5005120498||CAREER CONNECTION INC|UNITED STATES||5005120498|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|100%|T&M|
5005055850||CAREER CONNECTION INC|UNITED STATES||5005055850|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|12%|T&M|
5005051952||CAREER CONNECTION INC|UNITED STATES||5005051952|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|lemond@us.ibm.com|AECOM|32%|T&M|
5005051952||CAREER CONNECTION INC|UNITED STATES||5005051952|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|jschroad@us.ibm.com|American Express TRS|10%|T&M|
5005051952||CAREER CONNECTION INC|UNITED STATES||5005051952|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|jeffreyn@us.ibm.com|Allegheny Technologies Inc   (ATI)|1%|T&M|
5005051952||CAREER CONNECTION INC|UNITED STATES||5005051952|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|5%|T&M|
5005051952||CAREER CONNECTION INC|UNITED STATES||5005051952|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|blklinke@us.ibm.com|State of California CWS|12%|T&M|
5005051952||CAREER CONNECTION INC|UNITED STATES||5005051952|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|1%|T&M|
5005104471||CAREER CONNECTION INC|UNITED STATES||5005104471|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|jeffreyn@us.ibm.com|Allegheny Technologies Inc   (ATI)|36%|T&M|
5005104471||CAREER CONNECTION INC|UNITED STATES||5005104471|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|DISTRIBUTION|dmassoni@us.ibm.com|Avis Budget Car Rental|3%|T&M|
5005104471||CAREER CONNECTION INC|UNITED STATES||5005104471|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|blklinke@us.ibm.com|State of California CWS|5%|T&M|
5005104471||CAREER CONNECTION INC|UNITED STATES||5005104471|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|100%|T&M|
5005122591||CAREER CONNECTION INC|UNITED STATES||5005122591|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|12%|T&M|
5005017880||CAREER CONNECTION INC|UNITED STATES||5005017880|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|lemond@us.ibm.com|AECOM|29%|T&M|
5005017880||CAREER CONNECTION INC|UNITED STATES||5005017880|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|jschroad@us.ibm.com|American Express TRS|10%|T&M|
5005017880||CAREER CONNECTION INC|UNITED STATES||5005017880|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|jeffreyn@us.ibm.com|Allegheny Technologies Inc   (ATI)|2%|T&M|
5005017880||CAREER CONNECTION INC|UNITED STATES||5005017880|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|6%|T&M|
5005017880||CAREER CONNECTION INC|UNITED STATES||5005017880|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|blklinke@us.ibm.com|State of California CWS|14%|T&M|
5005017880||CAREER CONNECTION INC|UNITED STATES||5005017880|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|13%|T&M|
5005018511||CAREER CONNECTION INC|UNITED STATES||5005018511|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|lemond@us.ibm.com|AECOM|31%|T&M|
5005018511||CAREER CONNECTION INC|UNITED STATES||5005018511|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|jschroad@us.ibm.com|American Express TRS|10%|T&M|
5005018511||CAREER CONNECTION INC|UNITED STATES||5005018511|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|jeffreyn@us.ibm.com|Allegheny Technologies Inc   (ATI)|2%|T&M|
5005018511||CAREER CONNECTION INC|UNITED STATES||5005018511|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|5%|T&M|
5005018511||CAREER CONNECTION INC|UNITED STATES||5005018511|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|blklinke@us.ibm.com|State of California CWS|13%|T&M|
5005018511||CAREER CONNECTION INC|UNITED STATES||5005018511|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|100%|T&M|
5005055904||CAREER CONNECTION INC|UNITED STATES||5005055904|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|53%|T&M|
5005055897||CAREER CONNECTION INC|UNITED STATES||5005055897|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|lemond@us.ibm.com|AECOM|45%|T&M|
5005055897||CAREER CONNECTION INC|UNITED STATES||5005055897|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|100%|T&M|
5005015287||KELLY SERVICES INC|UNITED STATES||5005015287|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005018475||CAREER CONNECTION INC|UNITED STATES||5005018475|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005051953||KELLY SERVICES INC|UNITED STATES||5005051953|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|50%|T&M|
5005125120||KELLY SERVICES INC|UNITED STATES||5005125120|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|lemond@us.ibm.com|AECOM|49%|T&M|
5005125120||KELLY SERVICES INC|UNITED STATES||5005125120|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|13%|T&M|
5005111265||CAREER CONNECTION INC|UNITED STATES||5005111265|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|lemond@us.ibm.com|AECOM|30%|T&M|
5005111265||CAREER CONNECTION INC|UNITED STATES||5005111265|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|jschroad@us.ibm.com|American Express TRS|10%|T&M|
5005111265||CAREER CONNECTION INC|UNITED STATES||5005111265|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|jeffreyn@us.ibm.com|Allegheny Technologies Inc   (ATI)|2%|T&M|
5005111265||CAREER CONNECTION INC|UNITED STATES||5005111265|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|6%|T&M|
5005111265||CAREER CONNECTION INC|UNITED STATES||5005111265|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|blklinke@us.ibm.com|State of California CWS|13%|T&M|
5005111265||CAREER CONNECTION INC|UNITED STATES||5005111265|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|50%|T&M|
5005050119||KELLY SERVICES INC|UNITED STATES||5005050119|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|lemond@us.ibm.com|AECOM|5%|T&M|
5005050119||KELLY SERVICES INC|UNITED STATES||5005050119|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|42%|T&M|
5005050119||KELLY SERVICES INC|UNITED STATES||5005050119|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|43%|T&M|
5005050118||CAREER CONNECTION INC|UNITED STATES||5005050118|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|lemond@us.ibm.com|AECOM|4%|T&M|
5005050118||CAREER CONNECTION INC|UNITED STATES||5005050118|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|52%|T&M|
5005050118||CAREER CONNECTION INC|UNITED STATES||5005050118|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|48%|T&M|
5005028057||KELLY SERVICES INC|UNITED STATES||5005028057|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|lemond@us.ibm.com|AECOM|3%|T&M|
5005028057||KELLY SERVICES INC|UNITED STATES||5005028057|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|DISTRIBUTION|dmassoni@us.ibm.com|Avis Budget Car Rental|10%|T&M|
5005028057||KELLY SERVICES INC|UNITED STATES||5005028057|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|36%|T&M|
5005028057||KELLY SERVICES INC|UNITED STATES||5005028057|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|100%|T&M|
5005067066||KELLY SERVICES INC|UNITED STATES||5005067066|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|49%|T&M|
5005055895||KELLY SERVICES INC|UNITED STATES||5005055895|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|lemond@us.ibm.com|AECOM|50%|T&M|
5005055895||KELLY SERVICES INC|UNITED STATES||5005055895|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|1%|T&M|
5005104472||CAREER CONNECTION INC|UNITED STATES||5005104472|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|jeffreyn@us.ibm.com|Allegheny Technologies Inc   (ATI)|19%|T&M|
5005104472||CAREER CONNECTION INC|UNITED STATES||5005104472|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|DISTRIBUTION|dmassoni@us.ibm.com|Avis Budget Car Rental|3%|T&M|
5005104472||CAREER CONNECTION INC|UNITED STATES||5005104472|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|blklinke@us.ibm.com|State of California CWS|14%|T&M|
5005104472||CAREER CONNECTION INC|UNITED STATES||5005104472|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|7%|T&M|
5005104472||CAREER CONNECTION INC|UNITED STATES||5005104472|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|100%|T&M|
5005122594||CAREER CONNECTION INC|UNITED STATES||5005122594|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005120510||KELLY SERVICES INC|UNITED STATES||5005120510|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005122592||KELLY SERVICES INC|UNITED STATES||5005122592|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|12%|T&M|
5004996482||CAREER CONNECTION INC|UNITED STATES||5004996482|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|lemond@us.ibm.com|AECOM|32%|T&M|
5004996482||CAREER CONNECTION INC|UNITED STATES||5004996482|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|jschroad@us.ibm.com|American Express TRS|10%|T&M|
5004996482||CAREER CONNECTION INC|UNITED STATES||5004996482|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|jeffreyn@us.ibm.com|Allegheny Technologies Inc   (ATI)|1%|T&M|
5004996482||CAREER CONNECTION INC|UNITED STATES||5004996482|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|5%|T&M|
5004996482||CAREER CONNECTION INC|UNITED STATES||5004996482|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|blklinke@us.ibm.com|State of California CWS|12%|T&M|
5004996482||CAREER CONNECTION INC|UNITED STATES||5004996482|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|100%|T&M|
5005047328||KELLY SERVICES INC|UNITED STATES||5005047328|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|78%|T&M|
5005072534||CAREER CONNECTION INC|UNITED STATES||5005072534|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|DISTRIBUTION|dmassoni@us.ibm.com|Avis Budget Car Rental|50%|T&M|
5005086065||CAREER CONNECTION INC|UNITED STATES||5005086065|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|lemond@us.ibm.com|AECOM|50%|T&M|
5005086065||CAREER CONNECTION INC|UNITED STATES||5005086065|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|51%|T&M|
5005100062||CAREER CONNECTION INC|UNITED STATES||5005100062|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|lemond@us.ibm.com|AECOM|49%|T&M|
5005100062||CAREER CONNECTION INC|UNITED STATES||5005100062|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|50%|T&M|
5005104468||CAREER CONNECTION INC|UNITED STATES||5005104468|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|lemond@us.ibm.com|AECOM|50%|T&M|
5005104468||CAREER CONNECTION INC|UNITED STATES||5005104468|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|50%|T&M|
5005114366||KELLY SERVICES INC|UNITED STATES||5005114366|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|lemond@us.ibm.com|AECOM|50%|T&M|
